modelName, participant, isFiltered, Accuracy, correct, wrong, False paced, False slowBreath, False stressor, False baseline, SD paced, SD slowBreath, SD stressor, SD baseline, Predictions, Unique Predictions, Paced Samples, slowBreath Samples, Stressor Samples, Baseline Samples
models-eegLib-high/Deep,OpenBCISession_2020-02-14_11-43-46-EIGHT-2000ep-2000ep-2000ep.h5,False,0.1875,42,182,181,1,0,0,0.09406847,0.06666584,0.0,0.06666586,224,4,50140,50150,45208,15030
models-eegLib-high/Deep,OpenBCISession_2020-02-23_16-49-310-VIR-2000ep-2000ep-2000ep.h5,False,0.3273542600896861,73,150,0,1,146,3,0.0,0.06681401,0.14804785,0.13272306,223,5,50077,50143,45042,15031
models-eegLib-high/Deep,OpenBCISession_2020-02-23_18-14-52-ISH-2000ep-2000ep-2000ep.h5,False,0.18303571428571427,41,183,183,0,0,0,0.0,6.842601e-10,2.0082627e-17,3.0646353e-14,224,100,50149,50129,45137,15029
models-eegLib-high/Deep,OpenBCISession_2020-02-29_17-19-28-ELI-2000ep-2000ep-2000ep.h5,False,0.11210762331838565,25,198,0,0,0,198,0.0056502004,0.0030992818,0.008655997,0.017389413,223,217,50091,50144,45121,15031
models-eegLib-high/Deep,OpenBCISession_2020-02-29_17-51-57-BAHAR-2000ep-2000ep-2000ep.h5,False,0.3333333333333333,74,148,0,1,147,0,0.0,0.06709938,0.06709938,0.0,222,6,50125,50154,45095,15030
models-eegLib-high/Deep,OpenBCISession_2020-03-06_10-28-17-LUKE-2000ep-2000ep-2000ep.h5,False,0.11261261261261261,25,197,0,0,0,197,0.0,0.0,0.0,0.0,222,1,50024,50136,45087,15030
models-eegLib-high/Shallow,OpenBCISession_2020-02-06_11-26-48-TWO-2000ep-2000ep.h5,False,0.36936936936936937,82,140,0,140,0,0,0.004305269,0.041723352,0.0389868,0.00639801,222,222,50174,50139,45091,15088
models-eegLib-high/Shallow,OpenBCISession_2020-02-06_12-08-05-THREE-2000ep-2000ep.h5,False,0.336322869955157,75,148,0,0,148,0,3.710664e-12,4.6536504e-09,1.9041678e-06,5.9819314e-07,223,149,50141,50139,45149,15030
models-eegLib-high/Shallow,OpenBCISession_2020-02-07_10-42-36-FOUR.2-2000ep-2000ep.h5,False,0.336322869955157,75,148,0,0,148,0,4.63445e-09,1.36612405e-11,3.3706422e-06,3.263621e-06,223,223,50150,50117,45147,15062
models-eegLib-high/Shallow,OpenBCISession_2020-02-07_11-12-39-FIVE-2000ep-2000ep.h5,False,0.36771300448430494,82,141,0,141,0,0,3.348048e-12,5.158054e-07,1.9360506e-07,8.371541e-09,223,107,50111,50115,45035,15030
models-eegLib-high/Shallow,OpenBCISession_2020-02-07_12-09-54-SIX-2000ep-2000ep.h5,False,0.3333333333333333,74,148,0,0,148,0,6.020716e-10,0.054091565,0.058383297,0.008440917,222,211,50138,50031,45084,15040
models-eegLib-high/Shallow,OpenBCISession_2020-02-10_10-55-19=ONE.2-2000ep-2000ep.h5,False,0.18468468468468469,41,181,181,0,0,0,3.8913818e-06,5.649087e-16,1.4095138e-10,3.8461158e-06,222,140,50160,50140,45098,15030
models-eegLib-high/Shallow,OpenBCISession_2020-02-14_11-09-00-SEVEN-2000ep-2000ep.h5,False,0.11210762331838565,25,198,0,0,0,198,0.011839857,1.1497914e-17,3.493031e-06,0.011842073,223,106,50086,50114,45048,15027
models-eegLib-high/Shallow,OpenBCISession_2020-02-14_11-43-46-EIGHT-2000ep-2000ep.h5,False,0.11160714285714286,25,199,0,0,0,199,1.3813689e-11,2.759618e-13,1.3659245e-18,0.0,224,22,50140,50150,45208,15030
models-eegLib-high/Shallow,OpenBCISession_2020-02-23_16-49-310-VIR-2000ep-2000ep.h5,False,0.36771300448430494,82,141,0,141,0,0,1.0193645e-13,7.982845e-09,2.6469873e-09,4.65481e-09,223,214,50077,50143,45042,15031
models-eegLib-high/Shallow,OpenBCISession_2020-02-23_18-14-52-ISH-2000ep-2000ep.h5,False,0.36607142857142855,82,142,0,142,0,0,1.0485302e-11,0.0,0.0,8.273954e-15,224,84,50149,50129,45137,15029
models-eegLib-high/Shallow,OpenBCISession_2020-02-29_17-19-28-ELI-2000ep-2000ep.h5,False,0.36771300448430494,82,141,0,141,0,0,0.00019649525,0.0006179459,0.00043904083,1.6607625e-08,223,223,50091,50144,45121,15031
models-eegLib-high/Shallow,OpenBCISession_2020-02-29_17-51-57-BAHAR-2000ep-2000ep.h5,False,0.3738738738738739,83,139,0,137,2,0,2.6563723e-07,0.120056264,0.11998723,0.000115931514,222,222,50125,50154,45095,15030
models-eegLib-high/Shallow,OpenBCISession_2020-03-06_10-28-17-LUKE-2000ep-2000ep.h5,False,0.36936936936936937,82,140,0,140,0,0,6.557777e-10,0.0,6.39274e-10,2.2513284e-14,222,169,50024,50136,45087,15030
models-eegLib-high/EEGNet,OpenBCISession_2020-02-06_11-26-48-TWO-2000ep.h5,False,0.12162162162162163,27,195,0,0,0,195,0.019858636,0.0111624235,0.08228341,0.08974651,222,217,50174,50139,45091,15088
models-eegLib-high/EEGNet,OpenBCISession_2020-02-06_12-08-05-THREE-2000ep.h5,False,0.1031390134529148,23,200,0,57,0,143,0.0,0.4347227,5.0222874e-22,0.43472272,223,176,50141,50139,45149,15030
models-eegLib-high/EEGNet,OpenBCISession_2020-02-07_10-42-36-FOUR.2-2000ep.h5,False,0.11210762331838565,25,198,0,0,0,198,0.0,0.0,0.012678477,0.012678448,223,221,50150,50117,45147,15062
models-eegLib-high/EEGNet,OpenBCISession_2020-02-07_11-12-39-FIVE-2000ep.h5,False,0.3632286995515695,81,142,6,136,0,0,0.17436957,0.17436957,0.0,0.0,223,2,50111,50115,45035,15030
models-eegLib-high/EEGNet,OpenBCISession_2020-02-07_12-09-54-SIX-2000ep.h5,False,0.3333333333333333,74,148,0,1,147,0,0.0,0.066961534,0.0669607,0.00016773376,222,222,50138,50031,45084,15040
models-eegLib-high/EEGNet,OpenBCISession_2020-02-10_10-55-19=ONE.2-2000ep.h5,False,0.27927927927927926,62,160,0,0,68,92,0.0,0.0,0.4869831,0.48698306,222,98,50160,50140,45098,15030
models-eegLib-high/EEGNet,OpenBCISession_2020-02-14_11-09-00-SEVEN-2000ep.h5,False,0.11210762331838565,25,198,0,0,0,198,0.0,0.0,0.0,0.0,223,1,50086,50114,45048,15027
models-eegLib-high/EEGNet,OpenBCISession_2020-02-14_11-43-46-EIGHT-2000ep.h5,False,0.33035714285714285,74,150,0,6,144,0,0.009199191,0.18257956,0.18557692,0.0,224,4,50140,50150,45208,15030
models-eegLib-high/EEGNet,OpenBCISession_2020-02-23_16-49-310-VIR-2000ep.h5,False,0.1210762331838565,27,196,0,0,4,192,0.0,2.5518953e-13,0.17436957,0.17436957,223,4,50077,50143,45042,15031
models-eegLib-high/EEGNet,OpenBCISession_2020-02-23_18-14-52-ISH-2000ep.h5,False,0.18303571428571427,41,183,183,0,0,0,0.0,0.0,0.0,0.0,224,1,50149,50129,45137,15029
models-eegLib-high/EEGNet,OpenBCISession_2020-02-29_17-19-28-ELI-2000ep.h5,False,0.36771300448430494,82,141,0,141,0,0,0.012016989,0.10554836,0.02407963,0.06945712,223,217,50091,50144,45121,15031
models-eegLib-high/EEGNet,OpenBCISession_2020-02-29_17-51-57-BAHAR-2000ep.h5,False,0.18468468468468469,41,181,181,0,0,0,0.0,0.0,0.0,0.0,222,90,50125,50154,45095,15030
models-eegLib-high/EEGNet,OpenBCISession_2020-03-06_10-28-17-LUKE-2000ep.h5,False,0.32432432432432434,72,150,4,1,145,0,0.14836994,0.06937684,0.16295367,0.0,222,219,50024,50136,45087,15030
